cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"15771","13331","888833","1085572","Northeast Georgia Bank","Lavonia","GA","30553","3/31/2018","5/14/2018","NM","69 Augusta Road","FIRST SECURITY BANKSHARES, INC.","12","0","0","8","1","Franklin","","","1/1/1934","9/23/1940","3/6/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.northeastgabank.com","103","468424","109082","77802","107782","10398","214150","3004","0","11102","1562","362","13986","468424","426085","422592","341624","422592","77.4491738909323","0","0","720","0","2773","42339","42339","0","665","26835","14839","0","1968","0","1299","410132","126987","473993.5","473993.5","275558","469933","11892","7114","0","4778","14846","403","0","0","30037","48698","3004","30037","0"
"13381","0","651158","1100055","Northeast Missouri State Bank","Kirksville","MO","63501","3/31/2018","5/14/2018","NM","600 South Baltimore","SCHUYLER COUNTY BANCSHARES, INC.","2","0","0","2","1","Adair","","","12/20/1933","1/2/1934","4/10/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","","18","108212","8558","6068","47525","0","45894","824","0","427","0","2165","3643","108212","93679","93485","73134","93485","93.9888841385207","0","0","0","0","194","14533","14533","0","450","8320","5763","0","2","0","809","99487","34111","106517","106517","57512","104261","2173","1095","0","1078","1830","324","0","0","5283","13311","720","5283","0"
"18384","12274","442244","1206201","Northeast Security Bank","Sumner","IA","50674","3/31/2018","5/14/2018","NM","108 North Carpenter","INDEPENDENCE BANCSHARES, INC.","7","0","0","2","0","Bremer","47940","Waterloo-Cedar Falls, IA","1/1/1888","5/11/1961","3/19/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.northeastsecuritybank.com","44","254645","8989","6385","73678","268","159665","2588","0","4114","10","2758","5163","254645","222977","201380","156621","201380","76.4186895853596","949","0","19036","0","1612","31668","31668","0","677","8738","22253","0","201","0","2028","239996","57846","262187","262187","188123","258149","1174","1174","0","0","15148","9834","19036","0","31914","31423","2354","31914","231"
"18266","13346","900306","1246935","Northern Bank & Trust Company","Woburn","MA","1801","3/31/2018","5/14/2018","NM","275 Mishawum Road","NORTHERN BANCORP, INC.","13","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","2/25/1960","6/23/1960","2/8/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.nbtc.com","178","2081357","114048","109858","58741","0","1813569","23478","0","30060","603","162","64174","2081357","1872572","1686515","1391994","1686515","86.7194506701537","20536","0","137000","0","28521","208785","208785","0","600","41495","166690","0","24406","0","6201","1982168","201382","2074979","2074979","1968659","1988860","33860","32335","1525","0","235385","18243","137000","955","257683","213336","23663","257683","23651"
"58224","0","3435948","0","Northern California National Bank","Chico","CA","95926","3/31/2018","5/14/2018","N","1717 Mangrove Ave, # 100","","1","0","0","4","0","Butte","17020","Chico, CA","3/28/2006","3/28/2006","3/2/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","http://www.norcalbank.com","24","233685","105992","104066","32966","0","88952","1326","0","382","86","0","5307","233685","213752","213321","167323","213321","68.0164410012701","0","0","0","0","431","19933","19933","0","7051","7944","4938","0","0","0","534","225984","77711","227767.5","227767.5","98255","237291","2665","1075","0","1590","13283","12993","0","0","23166","20544","1230","23166","0"
"13784","11375","289056","1871588","Northern Interstate Bank, N. A.","Norway","MI","49870","3/31/2018","5/14/2018","N","501 West Us 2","NORTHERN INTERSTATE FINANCIAL, INC.","8","0","0","8","0","Dickinson","","","6/12/1901","1/29/1934","4/1/2017","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","www.banknib.com","48","166173","13163","10384","47280","4376","88185","724","0","3222","2042","708","7197","166174","148467","146631","134497","146631","85.992732528412","0","0","853","0","983","17707","17707","0","1700","8325","7682","0","367","0","690","150225","56099","165716","165716","91478","164674","5203","5203","0","0","3963","1668","853","0","6258","17547","724","6258","0"
"10196","0","374354","1126907","Northern Sky Bank","Crookston","MN","56716","3/31/2018","5/14/2018","NM","1901 Sahlstrom Drive","CROOKSTON FINANCIAL SERVICES, INC.","1","0","0","2","1","Polk","24220","Grand Forks, ND-MN","1/1/1916","1/1/1934","12/12/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","0","1","www.northernskybank.com","12","71107","16181","14444","17793","0","36106","384","0","364","0","0","663","71107","65286","65242","52749","65242","84.6258732687829","0","0","0","0","44","5821","5821","0","100","4110","1611","0","0","0","423","68343","1562","72570.5","72570.5","34983","71475","0","0","0","0","2002","169","0","0","2058","6014","384","2058","0"
"15242","0","625757","1127799","Northern State Bank","Ashland","WI","54806","3/31/2018","5/14/2018","NM","321 West Main Street","BAY AREA BANKING SHARES, INC.","8","0","1","4","1","Ashland","","","9/5/1933","1/1/1934","3/19/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","http://www.nsbashland.com","55","247015","14136","9119","70702","67","153069","1349","0","2030","316","0","6695","247015","226840","226454","187833","226454","76.1351995761215","0","0","0","0","386","20175","20175","0","405","6295","13475","0","123","0","713","232957","42242","245754.5","245754.5","144279","242669","5223","5223","0","0","1691","444","0","0","10712","21425","1349","10712","0"
"15286","10910","188056","1907106","Northern State Bank of Thief River Falls","Thief River Fall","MN","56701","3/31/2018","5/14/2018","NM","201 East Third Street","GATO HOLDINGS, INC.","3","0","0","2","1","Pennington","","","8/24/1935","10/2/1935","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","0","1","www.nsbtrf.com","45","313995","86471","78025","96471","5000","123215","2670","0","1014","0","0","1824","313995","281446","277887","233166","277887","69.2545601012717","3100","0","149","0","310","32549","32549","0","500","17500","14549","0","1170","0","1466","302711","22182","317000.5","317000.5","124386","313585","0","0","0","0","5839","462","0","0","11639","32788","1568","11639","0"
"19589","15406","774253","2564047","Northern State Bank of Virginia","Virginia","MN","55792","3/31/2018","5/14/2018","NM","600 Chestnut Street","KES BANCSHARES, INC.","2","0","0","4","1","Saint Louis","20260","Duluth, MN-WI","5/19/1966","5/19/1966","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.nsbov.com","18","64752","11376","9243","3926","0","47245","518","0","811","156","0","1238","64752","59657","59471","47440","59471","82.3813759881838","0","0","0","0","186","5095","5095","0","312","2188","2595","0","0","0","177","60414","2693","64554.5","64554.5","40765","64374","675","675","0","0","2307","1781","0","0","5130","5136","509","5130","0"
"28710","18063","28013","0","Northfield Bank","Staten Island","NY","10314","3/31/2018","5/14/2018","SA","1731 Victory Boulevard","","38","0","1","4","0","Richmond","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1887","6/28/1983","1/8/2016","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.enorthfield.com","352","4068483","52553","36284","602618","0","3120362","26172","9774","25285","850","39816","217225","4068483","3466141","2940458","2513361","2940458","71.294121326913","0","0","480293","0","45390","602342","602234","0","0","391425","210809","108","10417","0","11125","3769038","1608314","4029347","4029347","3417995","4019452","151386","91715","0","59671","261775","706","450582","0","193418","572462","26676","193418","0"
"14140","8416","520003","2934305","Northfield Savings Bank","Northfield","VT","5663","3/31/2018","5/14/2018","SB","33 South Main Street","NORTHFIELD MHC","13","0","0","4","0","Washington","","","11/21/1867","3/31/1934","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","www.nsbvt.com","161","956430","11511","221","129697","0","750863","8171","0","17649","64","0","46646","956431","844997","724099","566530","724099","86.2876568199956","45261","0","65833","0","9804","111434","111434","0","1","0","111433","0","5327","0","2203","880781","513531","957893.5","957893.5","697882","952775","26639","26639","0","0","145287","5272","65833","207","161841","113071","8581","161841","6501"
"27119","11802","1161216","0","Northmark Bank","North Andover","MA","1845","3/31/2018","5/14/2018","NM","89 Turnpike Street","","3","0","0","4","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","12/8/1987","12/8/1987","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.northmarkbank.com","47","355483","18909","15403","27186","0","297128","3761","0","5594","0","418","6248","355483","313460","302794","204108","302794","69.8639269436533","5389","0","2000","0","3277","42023","42023","0","1241","11004","29778","0","0","0","745","339717","98856","356729","356729","247193","352239","2388","2388","0","0","63591","3840","2000","0","79425","42023","3098","79425","0"
"34953","0","2737980","2737814","Northpointe Bank","Grand Rapids","MI","49546","3/31/2018","5/14/2018","NM","3333 Deposit Drive Ne","NORTHPOINTE BANCSHARES, INC.","1","0","0","5","0","Kent","24340","Grand Rapids-Wyoming, MI","5/21/1999","5/21/1999","1/21/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.northpointe.com","494","861014","32058","28867","1446","0","761570","4070","0","13177","525","8704","43534","861014","783515","568719","498866","568719","82.8048677635417","0","0","205000","0","9796","77499","77499","0","2625","40638","34236","0","4492","0","1776","791883","304450","844324","844324","689730","836019","0","0","0","0","206323","3182","205000","289823","116873","76728","4070","116873","679663"
"33216","9189","1718188","3025385","Northrim Bank","Anchorage","AK","99503","3/31/2018","5/14/2018","NM","3111 C Street","NORTHRIM BANCORP, INC.","14","0","0","4","0","Anchorage","11260","Anchorage, AK","12/4/1990","12/4/1990","3/19/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","Western","0","1","http://www.northrim.com","421","1514091","83068","68392","297574","0","1007754","20658","0","37331","8815","24246","55303","1514091","1333056","1274703","841353","1274703","56.3120863362403","31018","0","7338","0","19997","181035","181035","0","6107","67305","107623","0","18979","412","4281","1373720","339111","1511924","1511924","1271797","1469524","3559","2114","1445","0","60254","0","7338","41216","259236","166358","15959","259236","141634"
"57994","0","3370384","3370393","Northside Bank","Adairsville","GA","30103","3/31/2018","5/14/2018","NM","7741 Adairsville Highway","NORTHSIDE BANCSHARES, INC.","3","0","0","4","0","Bartow","12060","Atlanta-Sandy Springs-Roswell, GA","9/26/2005","9/26/2005","9/11/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.northsidebankga.com","41","120723","6310","3895","17655","0","85254","1016","0","6452","3349","633","1070","120723","112857","110646","84500","110646","88.8959835962372","0","0","2000","0","211","7866","7866","0","5000","25083","-22217","0","1704","0","259","106804","37651","121450.5","121450.5","84439","121540","0","0","0","0","3355","4419","2000","3927","11096","7832","1016","11096","0"
"34416","15785","2533119","2533100","Northside Community Bank","Gurnee","IL","60031","3/31/2018","5/14/2018","SM","5101 West Washington Street","ALIKAT INVESTMENTS, INC.","4","0","0","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","7/7/1997","7/7/1997","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","WWW.NSCOMBANK.COM","38","235778","14422","12798","3449","0","187689","4192","0","4271","650","0","25297","235778","182893","176708","140852","176708","79.5483089874291","0","0","0","0","6185","52885","52885","0","2250","38361","12274","0","2771","0","447","203936","18674","235411.5","235411.5","222886","232386","12222","9861","0","2361","6796","5127","0","0","29768","49554","2803","29768","0"
"57097","0","2958972","2958990","Northstar Bank","Bad Axe","MI","48413","3/31/2018","5/14/2018","NM","833 South Van Dyke","NORTHSTAR FINANCIAL GROUP, INC.","12","0","0","4","1","Huron","","","2/1/2001","2/1/2001","1/1/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.northstarathome.com","144","658989","76610","63197","55052","5003","490970","8380","1033","11967","10","3668","14676","658989","599589","586367","451153","586367","73.3615809575774","0","1033","10500","0","1689","59400","59400","0","5000","39243","15157","0","13786","4616","2083","615255","93219","648271","648271","512465","637639","8308","8308","0","0","37846","4200","10500","856","155306","57069","6430","155306","92328"
"34407","15762","2562137","2851578","NorthStar Bank","Estherville","IA","51334","3/31/2018","5/14/2018","NM","2202 Central Avenue","NORTHSTAR BANCSHARES, INC.","5","0","0","2","1","Emmet","","","4/1/1997","4/1/1997","12/10/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://WWW.NORTHSTARBANKIOWA.COM","31","182831","20583","18767","8718","1498","143823","1845","0","2278","0","4431","1500","182831","158670","157983","136309","157983","74.4387638885374","0","0","350","0","337","24161","24161","0","274","13990","9897","0","0","0","1139","172806","41409","180462.5","180462.5","138030","173654","0","0","0","0","5340","6635","350","0","32433","19875","1727","32433","166"
"10956","10191","16551","1126037","Northview Bank","Sandstone","MN","55072","3/31/2018","5/14/2018","NM","510 Main Street","FINLAYSON BANCSHARES, INC.","13","0","0","4","1","Pine","","","1/1/1908","1/1/1934","6/6/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.northviewbank.com","107","322412","19282","26","55455","0","227395","3000","0","6542","695","4342","8701","322412","285915","280442","219210","280442","89.3303776671383","0","0","5000","0","473","36497","36497","0","175","13075","23247","0","3817","0","1444","282876","85535","322193","322193","246409","317075","4563","4563","0","0","14894","0","5000","0","20981","33285","3000","20981","3652"
"14240","9534","30502","2582827","Northway Bank","Berlin","NH","3570","3/31/2018","5/14/2018","NM","9 Main Street","NORTHWAY FINANCIAL, INC.","17","0","0","4","0","Coos","","","1/1/1934","4/16/1934","5/3/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","http://www.northwaybank.com","205","912691","18305","4698","264676","0","595407","7209","0","11683","265","9969","12386","912691","817304","708066","574690","708066","79.3648888336572","42217","0","61585","0","5436","95387","95387","0","542","33734","61111","0","3342","207","2647","864781","494766","896561.5","896561.5","600299","898978","0","0","0","0","110614","554","61585","34","127536","91256","7362","127536","80562"
"28178","1067","1002878","0","Northwest Bank","Warren","PA","16365","3/31/2018","5/14/2018","SB","Second At Liberty","","174","0","1","4","0","Warren","","","1/1/1896","1/26/1939","9/9/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","0","WWW.NORTHWEST.COM","2105","9594916","253476","137284","785685","646","7839702","55211","0","145473","4041","334758","231135","9594916","8374170","8177327","6339491","8177327","84.5166325992212","104558","0","0","0","92285","1220746","1220746","0","4680","857003","359063","0","59440","6533","23098","8763317","3130269","9513194.5","9513194.5","7240221","9203102","172537","172537","0","0","245442","13173","0","0","1778653","990470","55211","1778653","266496"
"32647","8567","1387605","1978713","Northwest Bank","Spencer","IA","51301","3/31/2018","5/14/2018","NM","705 North Grand Avenue","NORTHWEST FINANCIAL CORP.","20","0","1","4","1","Clay","","","12/30/1988","12/30/1988","6/5/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.Bank-Northwest.com","308","1538487","55736","33966","185574","0","1226400","16141","0","22776","1190","15374","31437","1538487","1391046","1300725","1049023","1300725","83.2570699354415","44055","0","33868","0","12398","147441","147441","0","3500","47189","96752","0","2679","312","5481","1445940","254281","1540048.5","1540048.5","1356397","1526612","18461","16817","0","1644","124523","14126","33868","5990","403316","145100","16141","403316","84815"
"58752","0","3678857","3683619","Northwest Bank","Boise","ID","83702","3/31/2018","5/14/2018","NM","1750 Front Street","GWY, LLC","5","0","1","4","0","Ada","14260","Boise City, ID","3/31/2008","3/31/2008","4/25/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","Western","0","1","http://www.northwest-bank.com","106","614817","51551","46052","41561","0","506706","6195","0","1193","0","1017","12789","614817","537665","516694","367460","516694","54.9510937394182","0","0","18757","0","2214","77152","77152","0","3500","52121","21531","0","2489","105","2273","594319","17564","610343.5","610343.5","609096","617667","0","0","0","0","51513","12679","18757","2121","164376","75101","6405","164376","0"
"15830","14840","901741","1020667","Northwest Bank & Trust Company","Davenport","IA","52806","3/31/2018","5/14/2018","NM","100 East Kimberly Road","NORTHWEST INVESTMENT CORP.","3","0","0","4","1","Scott","19340","Davenport-Moline-Rock Island, IA-IL","7/7/1941","7/7/1941","9/30/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.northwestbank.com","54","171931","49080","47452","7999","0","94714","1224","0","9936","1295","0","8907","171931","155060","150932","116306","150932","94.196275033731","1356","0","2000","0","772","16871","16871","0","4250","6981","5640","0","2370","136","315","150165","3633","174585.5","174585.5","112056","173949","7632","7632","0","0","4599","3232","2000","0","24474","16871","1224","24474","0"
"20666","10055","685649","1137453","Northwest Bank of Rockford","Rockford","IL","61101","3/31/2018","5/14/2018","NM","3106 North Rockton Avenue","FORESIGHT FINANCIAL GROUP, INC.","5","0","0","4","0","Winnebago","40420","Rockford, IL","4/21/1972","4/21/1972","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.nwbrockford.com","77","279138","11395","4813","46646","645","205715","2182","0","4878","227","1236","8396","279138","252761","239142","193407","239142","86.7247798815727","1468","0","10975","0","1176","26377","26377","0","1450","7330","17597","0","6650","203","866","257819","69301","280409.5","280409.5","232425","280762","6225","6225","0","0","20472","4530","9000","1425","45112","27005","2181","45112","114"
"18229","7825","545604","2937100","Northwest Community Bank","Winsted","CT","6098","3/31/2018","5/14/2018","SB","86 Main Street","CONNECTICUT MUTUAL HOLDING COMPANY","6","0","0","5","0","Litchfield","","","7/15/1875","7/1/1960","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","http://www.nwcommunitybank.com","63","388343","6677","2921","79219","0","281148","2635","0","1908","136","0","19255","388343","345313","292696","240221","292696","82.8793388994178","1252","0","47463","0","3902","43030","43030","0","0","1","43029","0","646","0","1158","363288","254371","388829.5","388829.5","244343","388628","12038","7726","0","4312","38832","3851","47463","0","40374","43536","2973","40374","0"
"2468","0","153054","1246542","Northwestern Bank","Chippewa Falls","WI","54729","3/31/2018","5/14/2018","SM","202 Bridge Street","NW BANCSHARES, INC.","7","0","0","4","1","Chippewa","20740","Eau Claire, WI","1/1/1904","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.northwesternbank.com","73","428273","9575","4911","102225","3306","309248","8304","0","687","0","0","3232","428273","382116","380807","291113","380807","86.1300147027935","0","0","0","0","1309","46157","46157","0","3792","5000","37365","0","353","0","2011","419690","98956","428327.5","428327.5","339189","426443","0","0","0","0","4466","12800","0","0","81464","45545","4290","81464","0"
"13411","12600","274548","1200348","Northwestern Bank","Orange City","IA","51041","3/31/2018","5/14/2018","NM","122 Central Avenue Nw","SECURITY NATIONAL CORPORATION","2","0","0","2","0","Sioux","","","1/1/1882","1/1/1934","5/23/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","http://www.northwesternbankonline.com","24","214955","9309","5028","19894","0","177440","3671","0","1245","0","1419","5648","214955","184726","179860","149740","179860","79.7603173544903","263","0","3500","0","1103","30229","30229","0","655","11772","17802","0","450","0","2161","202362","84384","218104.5","218104.5","198084","213791","2042","2042","0","0","8407","3855","3500","165","53783","28994","2491","53783","0"
"9746","13568","207555","1126466","Northwestern Bank, National Association","Dilworth","MN","56529","3/31/2018","5/14/2018","N","4 North Main Street","NORTHWESTERN BANCSHARES, INC.","4","0","0","4","1","Clay","22020","Fargo, ND-MN","7/1/1915","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.nwbanks.com","35","130922","13422","10884","18474","0","94573","1622","0","1718","0","1371","1364","130922","116133","114158","95957","114158","92.4240965542593","0","0","1500","0","475","14789","14789","0","150","8650","5989","0","1382","0","689","123931","16006","133893","133893","97946","129708","0","0","0","0","3523","5","1500","0","16297","13623","1230","16297","0"
"57093","16662","3017081","0","Northwestern Mutual Wealth Management","Milwaukee","WI","53202","3/31/2018","5/14/2018","SA","611 E Wisconsin Ave, Ste 100","","1","0","0","5","0","Milwaukee","33340","Milwaukee-Waukesha-West Allis, WI","4/6/2001","4/6/2001","7/21/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","0","www.northwesternmutual.com","119","273191","170","0","262412","0","0","0","0","118","0","0","10491","273191","101455","50500","50500","50500","0.985765545522653","0","0","162","0","50793","171736","171736","0","1","104000","67735","0","0","0","464","262412","232362","262444.5","262444.5","76263","309146","0","0","0","0","50662","0","0","0","0","174169","0","0","0"
"1415","14810","284752","0","Northwoods Bank of Minnesota","Park Rapids","MN","56470","3/31/2018","5/14/2018","SA","1200 East First Street","","5","0","0","4","1","Hubbard","","","9/19/1919","1/1/1934","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","0","1","northwoodsbank.com","32","112732","5103","730","36111","3","65756","732","0","2598","381","360","2420","112732","101336","94054","73588","94054","85.8842904956702","0","0","6770","0","512","11396","11396","0","238","1273","9885","0","1313","0","594","102600","49646","113749","113749","72915","111452","262","262","0","0","8696","456","6770","0","5643","12009","775","5643","0"
"17658","8540","289702","2835475","Norway Savings Bank","Norway","ME","4268","3/31/2018","5/14/2018","SB","261 Main Street","NORWAY BANCORP, MHC","25","0","0","4","0","Oxford","","","1/1/1866","7/27/1956","3/21/2014","Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","http://www.norwaysavings.bank","287","1179541","59141","43379","99836","710","934489","8015","0","45946","0","6908","32511","1179541","1013383","971542","708310","971542","84.6138409671882","0","0","27429","0","14412","166158","166158","0","0","25000","141158","0","2658","0","2927","1078414","575164","1156943","1156943","1038608","1134842","18548","5921","12627","0","42604","8916","26468","0","278039","158658","9119","278039","19921"
"26555","4396","1013070","3960897","Norwood Co-operative Bank","Norwood","MA","2062","3/31/2018","5/14/2018","SB","11 Central Street","1889 BANCORP MHC","1","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1889","2/13/1986","1/1/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","https://norwoodbank.com/","49","498104","5574","2989","55829","0","407153","3214","0","5067","0","823","23658","498104","427469","408183","368037","408183","90.2488798081281","0","0","16000","0","3286","70635","70635","0","0","0","70635","0","132","0","1297","465971","108743","491749","491749","373198","489070","18341","18341","0","0","30137","1885","16000","145","80588","70385","3943","80588","1308"
"8094","10555","253646","1204841","NSB Bank","Mason City","IA","50401","3/31/2018","5/14/2018","NM","2650 4th Street, S.W.","NORTHWOOD FINANCIAL SERVICES CORPORATION","3","0","0","4","1","Cerro Gordo","","","1/1/1933","1/1/1934","2/1/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.nsbbank.com","31","211893","3842","613","29220","13775","156584","1560","0","1331","0","313","6828","211893","190867","180953","136378","180953","64.5978687791054","8390","0","0","0","1524","21026","21026","0","800","1675","18551","0","131","130","1044","200192","33498","205483","205483","170607","201976","5357","5357","0","0","17549","2238","0","0","19418","20704","1560","19418","4408"
"29875","4242","1012671","2460569","NVE Bank","Englewood","NJ","7631","3/31/2018","5/14/2018","SB","70-76 Engle Street","NVE BANCORP, MHC","12","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1887","12/10/1938","5/4/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.nvebank.com","85","661682","20588","17067","110221","0","493669","1801","0","6924","0","22","30258","661682","561183","494356","372332","494356","79.3985199181231","47510","0","5775","0","13542","100499","100499","0","150","0","100349","0","3008","0","1839","620957","482871","668510.5","668510.5","424747","669351","20193","18369","1824","0","58076","110","5775","0","58012","100399","1801","58012","0"
"16438","12393","893640","3867464","NXT Bank","Central City","IA","52214","3/31/2018","5/14/2018","NM","59 Fourth Street North","NXT BANCORPORATION, INC.","5","0","0","4","0","Linn","16300","Cedar Rapids, IA","6/15/1946","6/15/1946","1/20/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.nxtbank.net","41","257784","1934","85","28673","0","211977","2536","0","4364","0","1422","9414","257784","228706","199962","173420","199962","73.0226891427658","7848","0","20120","0","776","29078","29078","0","90","18171","10817","0","608","0","758","240735","42996","260739.5","260739.5","206347","257368","6749","4899","0","1850","43710","7679","20120","218","16492","28017","2536","16492","218"
"8295","12745","955940","1143968","O'Bannon Banking Company","Buffalo","MO","65622","3/31/2018","5/14/2018","NM","1347 South Ash Street","BUFFALO BANCSHARES, INC.","5","0","0","2","0","Dallas","44180","Springfield, MO","11/20/1905","1/1/1934","3/1/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","http://www.obannonbank.com","50","196791","12394","7720","19245","206","156163","1613","0","7037","65","0","1681","196791","179445","176011","142911","176011","83.2742739673129","0","0","3000","0","434","17346","17346","0","400","800","16146","0","1389","0","701","183334","14344","197309","197309","152370","196168","0","0","0","0","13635","1005","3000","0","19528","17555","1613","19528","0"
"20226","14477","12937","1201644","Oak Bank","Chicago","IL","60611","3/31/2018","5/14/2018","NM","1000 North Rush Street","RUSH-OAK CORPORATION","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","7/31/1970","7/31/1970","11/3/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.oakbank.com","32","208434","52061","49758","0","0","144592","2130","0","10862","0","0","919","208434","173417","171164","127817","171164","56.4269910858664","0","0","0","0","2253","35017","35017","0","750","5250","29017","0","939","0","517","194350","17736","201757","201757","162540","203953","0","0","0","0","43670","12456","0","0","29976","35017","2033","29976","0"
